Date,Open,High,Low,Close
2019-11-27,331.119995,333.929993,328.570007,331.290009
2019-11-29,331.109985,331.26001,327.5,329.940002
2019-12-02,329.399994,336.380005,328.690002,334.869995
2019-12-03,332.619995,337.910004,332.190002,336.200012
2019-12-04,337.75,337.859985,332.850006,333.029999
2019-12-05,332.829987,334.420013,327.25,330.369995
2019-12-06,335,338.859985,334.769989,335.890015
2019-12-09,336.589996,344.450012,335.079987,339.529999
2019-12-10,339.959991,350.730011,339.309998,348.839996
2019-12-11,351.880005,357.190002,351.089996,352.700012
2019-12-12,354.920013,362.73999,353.230011,359.679993
2019-12-13,361.049988,365.209991,354.640015,358.390015
2019-12-16,362.549988,383.609985,362.5,381.5
2019-12-17,378.98999,385.5,375.899994,378.98999
2019-12-18,380.630005,395.220001,380.579987,393.149994
2019-12-19,397.320007,406.850006,396.5,404.040009
2019-12-20,410.290009,413,400.190002,405.589996
2019-12-23,411.779999,422.01001,410,419.220001
2019-12-24,418.359985,425.470001,412.690002,425.25
2019-12-26,427.910004,433.480011,426.350006,430.940002
2019-12-27,435,435.309998,426.109985,430.380005
2019-12-30,428.790009,429,409.26001,414.700012
2019-12-31,405,421.290009,402.079987,418.329987
2020-01-02,424.5,430.700012,421.709991,430.26001
2020-01-03,440.5,454,436.920013,443.01001
